"","NAME","YEAR","TEAM","TIME","DATE","COURSE"
"1843","Sneller, Ian","SO-2","Covenant","28:03.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1844","Monroy, Eric","FR-1","Hardin-Simmons","28:04.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1845","Heard, Aiden","FR-1","Oglethorpe","28:04.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1846","Hensley, Latham","SR-4","McMurry","28:05.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1847","Platas, Rick","FR-1","Concordia (Tex.)","28:05.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1848","Sullivan, Kenneth","JR-3","Bridgewater (Va.)","28:06.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1849","Veney, Domonique","FR-1","Ferrum","28:09.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1850","Barrett, Tyler","SR-4","Roanoke","28:12.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1851","Rice, Andrew","FR-1","Berry","28:13.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1852","Kondor, Christian","JR-3","UT-Dallas","28:13.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1853","Eskelsen, Caden","FR-1","Southern Virginia","28:15.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1854","LaPointe, Joseph","SR-4","Catholic","28:18.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1855","AndreaS, Isaac","SO-2","Eastern Mennonite","28:19.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1856","Agostisi, Colin","FR-1","Catholic","28:20.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1857","Parisi, Tony","FR-1","Birmingham-Southern","28:22.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1858","Dukes, Stephen","JR-3","Methodist","28:28.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1859","Lay, Ryan","SR-4","Maryville (Tenn.)","28:32.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1860","Yancey, Grant","SO-2","Millsaps","28:34.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1861","Yoder, Nathan","FR-1","Eastern Mennonite","28:35.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1862","Kirby , Joseph","FR-1","UT-Dallas","28:36.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1863","Flege, Caleb","SR-4","Berea","28:37.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1864","Barungi, Philly","FR-1","North Carolina Wesleyan","28:38.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1865","Meyer, Jackson","SO-2","Trinity (Tex.)","28:39.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1866","Botros, Nathan","SO-2","Southwestern (Tex.)","28:40.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1867","Boer, Ian","FR-1","U. of the South","28:40.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1868","Massey, Trey","SO-2","Virginia Wesleyan","28:41.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1869","Lemoine, Landry","FR-1","Millsaps","28:42.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1870","Stewart, Samuel","JR-3","Concordia (Tex.)","28:43.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1871","Lowell, Chandler","FR-1","Averett","28:46.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1872","Longenecker, Collin","SR-4","Eastern Mennonite","28:46.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1873","Parker, Terenthen","SO-2","North Carolina Wesleyan","28:47.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1874","Zuniga, John","FR-1","McMurry","28:48.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1875","Fretwell, Josh","FR-1","Roanoke","28:49.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1876","Dye, Mason","JR-3","Randolph","28:50.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1877","Morphonios, Joseph","SO-2","Southern Virginia","28:50.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1878","Guadalupe Johnson, Thomas","SO-2","Eastern Mennonite","28:55.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1879","Storie, Bryan","SO-2","LaGrange","28:56.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1880","Tate Jr. , Kevin","FR-1","Ferrum","28:56.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1881","Epperly, Brayden","SO-2","Randolph","28:58.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1882","Perez, Misael","FR-1","Ozarks (Ark.)","29:01.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1883","Small, Maleik","SO-2","North Carolina Wesleyan","29:02.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1884","Wilsey, Worth","FR-1","Millsaps","29:05.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1885","Brown, Stephen","SO-2","East Texas Baptist","29:07.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1886","Guthrie, Hayden","SO-2","Oglethorpe","29:10.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1887","Adair, Cameron","FR-1","Methodist","29:16.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1888","Broemmel, Andrew","FR-1","Bridgewater (Va.)","29:16.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1889","Arroyo, Marcus","SO-2","Hardin-Simmons","29:18.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1890","Fernandez, Kenny","FR-1","Ozarks (Ark.)","29:18.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1891","Farrell, Eric","FR-1","Bridgewater (Va.)","29:24.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1892","Roden, Christian","JR-3","Virginia Wesleyan","29:24.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1893","Spence, Colton","FR-1","Virginia Wesleyan","29:27.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1894","Carpenter, Cody","JR-3","Randolph","29:30.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1895","Salazar, Alejandro","SO-2","Concordia (Tex.)","29:30.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1896","Riner, Griffin","SO-2","Birmingham-Southern","29:31.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1897","Gossman, Baron","FR-1","Methodist","29:32.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1898","Bozell, Justin","FR-1","McMurry","29:32.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1899","Gibson, Shane","SR-4","Bridgewater (Va.)","29:37.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1900","Stout, Tyler","SO-2","Hardin-Simmons","29:39.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1901","Daniels, Jiro","JR-3","Concordia (Tex.)","29:40.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1902","Hodum, Rick","SR-4","Belhaven","29:41.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1903","Nichols, Michael","JR-3","Averett","29:44.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1904","Williams, Keyonte","SO-2","North Carolina Wesleyan","29:48.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1905","Beltran, Gilbert","JR-3","Concordia (Tex.)","29:51.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1906","Kummer, Ethan","FR-1","Ferrum","29:55.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1907","Rodriguez, Patrick","FR-1","U. of the South","29:56.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1908","Gotschi, Tysen","FR-1","Ferrum","30:00.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1909","Mohabir, Lamont","SO-2","Randolph","30:01.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1910","Martin, Richard","JR-3","Maryville (Tenn.)","30:06.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1911","Ginsberg, Doug","SO-2","Southwestern (Tex.)","30:18.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1912","Magno-Hester, Hunter","JR-3","Belhaven","30:19.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1913","Roth, Tanner","FR-1","Methodist","30:20.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1914","Kim, Vincent","FR-1","Southwestern (Tex.)","30:28.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1915","Wilkes, Beck","SO-2","Birmingham-Southern","30:33.4","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1916","Schmitzer, Caleb","JR-3","Randolph","30:36.1","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1917","Ismir, Jacob","FR-1","Concordia (Tex.)","30:38.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1918","Thomas, Javarcea","JR-3","Belhaven","30:48.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1919","Taylor, Matthew","SR-4","Belhaven","30:56.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1920","Hanshaw, Alec","JR-3","McMurry","31:19.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1921","Capehart , Aaron","SR-4","Ozarks (Ark.)","31:24.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1922","Walker, Charles","FR-1","Belhaven","31:26.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1923","Wood, Jonathon","SR-4","Ozarks (Ark.)","31:46.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1924","Banuelos, Fred","SR-4","Southwestern (Tex.)","31:53.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1925","Rollins, Jyheem","FR-1","LaGrange","32:02.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1926","Jackson, DeAndre","SO-2","Randolph","32:03.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1927","Ontiveros, Alijah","FR-1","Southwestern (Tex.)","32:12.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1928","Miller, Michael","SO-2","Hendrix","32:13.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1929","Owens, Parker","FR-1","Maryville (Tenn.)","32:47.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1930","Rice, Alex","FR-1","Ferrum","32:59.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1931","Day, Dylan","JR-3","Concordia (Tex.)","33:05.2","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1932","Callahan, Garret","FR-1","LaGrange","33:32.0","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1933","Johnson, Alexander","SR-4","Ferrum","33:33.8","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1934","Harrison, Cooper","SO-2","Maryville (Tenn.)","33:44.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1935","Drake, Gideon","FR-1","Hendrix","35:16.5","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1936","Rachel, Elijah","FR-1","LaGrange","35:56.3","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1937","Elliott, Cooper","FR-1","Hendrix","37:04.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1938","Humphreys, Selden","FR-1","Hendrix","38:25.9","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1939","Campbell, Ian","FR-1","Hendrix","39:54.6","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1940","Hildebrand, Kyle","SR-4","LaGrange","44:20.7","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1941","Tentor, Zach","FR-1","Catholic","DNF","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1942","Stallings, Austin","FR-1","Centre","DNF","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1943","Hightower, Owen","FR-1","Millsaps","DNF","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1944","Wolverton, Louis","SR-4","Virginia Wesleyan","DNF","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1945","West, Isaiah","SO-2","Berea","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1946","Aurobindo, Abhi","FR-1","Berry","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1947","Blakeman, Wilson","SR-4","Centre","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1948","Miller, Evan","SR-4","Centre","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1949","Hodges, Ben","JR-3","Centre","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1950","Saunders, Will","SO-2","Christopher Newport","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1951","Jones, Benjamin","SO-2","Covenant","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1952","Nord, Andrew","SO-2","Eastern Mennonite","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1953","Branson, Sam","SR-4","Emory","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1954","Escajeda, Connor","FR-1","Hendrix","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1955","Turbeville, Clint","JR-3","Lynchburg","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1956","Finstad, Matthew","FR-1","Maryville (Tenn.)","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1957","Tekelemariam, Menwuyelet","FR-1","North Carolina Wesleyan","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1958","Harvey, Daniel","FR-1","Oglethorpe","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1959","Mills, Jacob","FR-1","Ozarks (Ark.)","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1960","Mott, Sam","JR-3","Randolph","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1961","Brown, Nathan","SO-2","Trinity (Tex.)","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1962","Garcia, Aaron","JR-3","Trinity (Tex.)","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1963","Morgan, Joshua","SO-2","Trinity (Tex.)","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1964","Ritchie, Rob","SR-4","U. of the South","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1965","Musial, Nathaniel","SR-4","UT-Dallas","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1966","Todd, Matthew","FR-1","Washington and Lee","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1967","Hanna, Christian","JR-3","Washington and Lee","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1968","Warren, Tim","FR-1","Washington and Lee","DNS","November 16, 2019
","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  "
"1969","Cutter, Ryan","JR-3","U. of Chicago","24:32.6","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1970","Fassbender, David","JR-3","Wis.-Whitewater","24:36.8","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1971","Nault, Tyler","SR-4","Wis.-La Crosse","24:40.9","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1972","Matteucci, Nick","SR-4","Washington U.","24:48.8","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1973","Klokow, Zach","SR-4","Wis.-Platteville","24:49.1","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1974","Osmulski, Matt","SR-4","North Central (Ill.)","24:50.8","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1975","Pommier, Gabriel","JR-3","North Central (Ill.)","24:54.9","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1976","Schraeder, Josh","SR-4","Wis.-La Crosse","24:55.4","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1977","Licari, Nick","JR-3","North Central (Ill.)","24:58.4","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1978","Garcia, Marcos","SO-2","Benedictine (Ill.)","24:59.3","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1979","Chadwick, Cody","JR-3","Wis.-Oshkosh","25:01.1","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
"1980","Makrounis, Alex","JR-3","North Central (Ill.)","25:03.9","November 16, 2019
","
Lake Breeze Golf Course
Winneconne, WI 
  "
